Altium Designer Pick and Place Locations
C:\Users\Joris\AppData\Local\TempReleases\Snapshot\1\Assembly 01\Pick Place\H-00488-01-A.10 Pick and place.csv

========================================================================================================================
File Design Information:

Date:       01-02-21
Time:       20:57
Revision:   Not in VersionControl
Variant:    01
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"U103_1","SN74LVC1G125DCKR","TopLayer","SOT23-5P65_210X110L36X22","-130.4750","-22.8600","360","Bus Driver, LVC/LCX/Z Series, 1-Func, 1-Bit, True Output, CMOS, PDSO5"
"R138_7","CRCW040247R0FKED","TopLayer","RESC100X50X40L25N","-9.3170","-19.5580","180","RES Standard Thick Film 0402 47R0 ±1% 0,063W"
"R138_6","CRCW040247R0FKED","TopLayer","RESC100X50X40L25N","-29.6370","-19.5580","180","RES Standard Thick Film 0402 47R0 ±1% 0,063W"
"R138_5","CRCW040247R0FKED","TopLayer","RESC100X50X40L25N","-49.9570","-19.5580","180","RES Standard Thick Film 0402 47R0 ±1% 0,063W"
"R138_4","CRCW040247R0FKED","TopLayer","RESC100X50X40L25N","-70.2770","-19.5580","180","RES Standard Thick Film 0402 47R0 ±1% 0,063W"
"R138_3","CRCW040247R0FKED","TopLayer","RESC100X50X40L25N","-90.5970","-19.5580","180","RES Standard Thick Film 0402 47R0 ±1% 0,063W"
"R138_2","CRCW040247R0FKED","TopLayer","RESC100X50X40L25N","-110.9170","-19.5580","180","RES Standard Thick Film 0402 47R0 ±1% 0,063W"
"R138_1","CRCW040247R0FKED","TopLayer","RESC100X50X40L25N","-131.2370","-19.5580","180","RES Standard Thick Film 0402 47R0 ±1% 0,063W"
"R137_7","CRCW040247R0FKED","TopLayer","RESC100X50X40L25N","-9.3170","-18.5420","180","RES Standard Thick Film 0402 47R0 ±1% 0,063W"
"R137_6","CRCW040247R0FKED","TopLayer","RESC100X50X40L25N","-29.6370","-18.5420","180","RES Standard Thick Film 0402 47R0 ±1% 0,063W"
"R137_5","CRCW040247R0FKED","TopLayer","RESC100X50X40L25N","-49.9570","-18.5420","180","RES Standard Thick Film 0402 47R0 ±1% 0,063W"
"R137_4","CRCW040247R0FKED","TopLayer","RESC100X50X40L25N","-70.2770","-18.5420","180","RES Standard Thick Film 0402 47R0 ±1% 0,063W"
"R137_3","CRCW040247R0FKED","TopLayer","RESC100X50X40L25N","-90.5970","-18.5420","180","RES Standard Thick Film 0402 47R0 ±1% 0,063W"
"R137_2","CRCW040247R0FKED","TopLayer","RESC100X50X40L25N","-110.9170","-18.5420","180","RES Standard Thick Film 0402 47R0 ±1% 0,063W"
"R137_1","CRCW040247R0FKED","TopLayer","RESC100X50X40L25N","-131.2370","-18.5420","180","RES Standard Thick Film 0402 47R0 ±1% 0,063W"
"R135_7","CRCW040247R0FKED","TopLayer","RESC100X50X40L25N","-9.3170","-17.0180","180","RES Standard Thick Film 0402 47R0 ±1% 0,063W"
"R135_6","CRCW040247R0FKED","TopLayer","RESC100X50X40L25N","-29.6370","-17.0180","180","RES Standard Thick Film 0402 47R0 ±1% 0,063W"
"R135_5","CRCW040247R0FKED","TopLayer","RESC100X50X40L25N","-49.9570","-17.0180","180","RES Standard Thick Film 0402 47R0 ±1% 0,063W"
"R135_4","CRCW040247R0FKED","TopLayer","RESC100X50X40L25N","-70.2770","-17.0180","180","RES Standard Thick Film 0402 47R0 ±1% 0,063W"
"R135_3","CRCW040247R0FKED","TopLayer","RESC100X50X40L25N","-90.5970","-17.0180","180","RES Standard Thick Film 0402 47R0 ±1% 0,063W"
"R135_2","CRCW040247R0FKED","TopLayer","RESC100X50X40L25N","-110.9170","-17.0180","180","RES Standard Thick Film 0402 47R0 ±1% 0,063W"
"R135_1","CRCW040247R0FKED","TopLayer","RESC100X50X40L25N","-131.2370","-17.0180","180","RES Standard Thick Film 0402 47R0 ±1% 0,063W"
"R136_7","CRCW040247R0FKED","TopLayer","RESC100X50X40L25N","-9.3170","-16.0020","180","RES Standard Thick Film 0402 47R0 ±1% 0,063W"
"R136_6","CRCW040247R0FKED","TopLayer","RESC100X50X40L25N","-29.6370","-16.0020","180","RES Standard Thick Film 0402 47R0 ±1% 0,063W"
"R136_5","CRCW040247R0FKED","TopLayer","RESC100X50X40L25N","-49.9570","-16.0020","180","RES Standard Thick Film 0402 47R0 ±1% 0,063W"
"R136_4","CRCW040247R0FKED","TopLayer","RESC100X50X40L25N","-70.2770","-16.0020","180","RES Standard Thick Film 0402 47R0 ±1% 0,063W"
"R136_3","CRCW040247R0FKED","TopLayer","RESC100X50X40L25N","-90.5970","-16.0020","180","RES Standard Thick Film 0402 47R0 ±1% 0,063W"
"R136_2","CRCW040247R0FKED","TopLayer","RESC100X50X40L25N","-110.9170","-16.0020","180","RES Standard Thick Film 0402 47R0 ±1% 0,063W"
"R136_1","CRCW040247R0FKED","TopLayer","RESC100X50X40L25N","-131.2370","-16.0020","180","RES Standard Thick Film 0402 47R0 ±1% 0,063W"
"C138_7","C0402C104K8RACTU","TopLayer","CAPC100X50X55L30N","-6.7770","-19.5580","360","CAP Standard 0402 (1005) 100,0nF 10V X7R (Standard)"
"C138_6","C0402C104K8RACTU","TopLayer","CAPC100X50X55L30N","-27.0970","-19.5580","360","CAP Standard 0402 (1005) 100,0nF 10V X7R (Standard)"
"C138_5","C0402C104K8RACTU","TopLayer","CAPC100X50X55L30N","-47.4170","-19.5580","360","CAP Standard 0402 (1005) 100,0nF 10V X7R (Standard)"
"C138_4","C0402C104K8RACTU","TopLayer","CAPC100X50X55L30N","-67.7370","-19.5580","360","CAP Standard 0402 (1005) 100,0nF 10V X7R (Standard)"
"C138_3","C0402C104K8RACTU","TopLayer","CAPC100X50X55L30N","-88.0570","-19.5580","360","CAP Standard 0402 (1005) 100,0nF 10V X7R (Standard)"
"C138_2","C0402C104K8RACTU","TopLayer","CAPC100X50X55L30N","-108.3770","-19.5580","360","CAP Standard 0402 (1005) 100,0nF 10V X7R (Standard)"
"C138_1","C0402C104K8RACTU","TopLayer","CAPC100X50X55L30N","-128.6970","-19.5580","360","CAP Standard 0402 (1005) 100,0nF 10V X7R (Standard)"
"C137_7","C0402C104K8RACTU","TopLayer","CAPC100X50X55L30N","-6.7770","-18.5420","360","CAP Standard 0402 (1005) 100,0nF 10V X7R (Standard)"
"C137_6","C0402C104K8RACTU","TopLayer","CAPC100X50X55L30N","-27.0970","-18.5420","360","CAP Standard 0402 (1005) 100,0nF 10V X7R (Standard)"
"C137_5","C0402C104K8RACTU","TopLayer","CAPC100X50X55L30N","-47.4170","-18.5420","360","CAP Standard 0402 (1005) 100,0nF 10V X7R (Standard)"
"C137_4","C0402C104K8RACTU","TopLayer","CAPC100X50X55L30N","-67.7370","-18.5420","360","CAP Standard 0402 (1005) 100,0nF 10V X7R (Standard)"
"C137_3","C0402C104K8RACTU","TopLayer","CAPC100X50X55L30N","-88.0570","-18.5420","360","CAP Standard 0402 (1005) 100,0nF 10V X7R (Standard)"
"C137_2","C0402C104K8RACTU","TopLayer","CAPC100X50X55L30N","-108.3770","-18.5420","360","CAP Standard 0402 (1005) 100,0nF 10V X7R (Standard)"
"C137_1","C0402C104K8RACTU","TopLayer","CAPC100X50X55L30N","-128.6970","-18.5420","360","CAP Standard 0402 (1005) 100,0nF 10V X7R (Standard)"
"C135_7","C0402C104K8RACTU","TopLayer","CAPC100X50X55L30N","-6.7770","-17.0180","360","CAP Standard 0402 (1005) 100,0nF 10V X7R (Standard)"
"C135_6","C0402C104K8RACTU","TopLayer","CAPC100X50X55L30N","-27.0970","-17.0180","360","CAP Standard 0402 (1005) 100,0nF 10V X7R (Standard)"
"C135_5","C0402C104K8RACTU","TopLayer","CAPC100X50X55L30N","-47.4170","-17.0180","360","CAP Standard 0402 (1005) 100,0nF 10V X7R (Standard)"
"C135_4","C0402C104K8RACTU","TopLayer","CAPC100X50X55L30N","-67.7370","-17.0180","360","CAP Standard 0402 (1005) 100,0nF 10V X7R (Standard)"
"C135_3","C0402C104K8RACTU","TopLayer","CAPC100X50X55L30N","-88.0570","-17.0180","360","CAP Standard 0402 (1005) 100,0nF 10V X7R (Standard)"
"C135_2","C0402C104K8RACTU","TopLayer","CAPC100X50X55L30N","-108.3770","-17.0180","360","CAP Standard 0402 (1005) 100,0nF 10V X7R (Standard)"
"C135_1","C0402C104K8RACTU","TopLayer","CAPC100X50X55L30N","-128.6970","-17.0180","360","CAP Standard 0402 (1005) 100,0nF 10V X7R (Standard)"
"C136_7","C0402C104K8RACTU","TopLayer","CAPC100X50X55L30N","-6.7770","-16.0020","360","CAP Standard 0402 (1005) 100,0nF 10V X7R (Standard)"
"C136_6","C0402C104K8RACTU","TopLayer","CAPC100X50X55L30N","-27.0970","-16.0020","360","CAP Standard 0402 (1005) 100,0nF 10V X7R (Standard)"
"C136_5","C0402C104K8RACTU","TopLayer","CAPC100X50X55L30N","-47.4170","-16.0020","360","CAP Standard 0402 (1005) 100,0nF 10V X7R (Standard)"
"C136_4","C0402C104K8RACTU","TopLayer","CAPC100X50X55L30N","-67.7370","-16.0020","360","CAP Standard 0402 (1005) 100,0nF 10V X7R (Standard)"
"C136_3","C0402C104K8RACTU","TopLayer","CAPC100X50X55L30N","-88.0570","-16.0020","360","CAP Standard 0402 (1005) 100,0nF 10V X7R (Standard)"
"C136_2","C0402C104K8RACTU","TopLayer","CAPC100X50X55L30N","-108.3770","-16.0020","360","CAP Standard 0402 (1005) 100,0nF 10V X7R (Standard)"
"C136_1","C0402C104K8RACTU","TopLayer","CAPC100X50X55L30N","-128.6970","-16.0020","360","CAP Standard 0402 (1005) 100,0nF 10V X7R (Standard)"
"U106","FSUSB42MUX","TopLayer","SOP10P50_300X490X110L55X25","-7.0000","26.7000","270","IC USB SWITCH DPDT 10MSOP"
"U107","FSUSB42MUX","TopLayer","SOP10P50_300X490X110L55X25","-7.0000","21.6000","270","IC USB SWITCH DPDT 10MSOP"
"C160","C0402C104K8RACTU","TopLayer","CAPC100X50X55L30N","-9.0000","29.0000","360","CAP Standard 0402 (1005) 100,0nF 10V X7R (Standard)"
"C159","C0402C104K8RACTU","TopLayer","CAPC100X50X55L30N","-9.0000","23.9000","360","CAP Standard 0402 (1005) 100,0nF 10V X7R (Standard)"
"J103_6","09242206824","BottomLayer","HARTING_09242206824","-19.3500","-27.9400","270","Board Euro Connector"
"J103_5","09242206824","BottomLayer","HARTING_09242206824","-39.6700","-27.9400","270","Board Euro Connector"
"J103_4","09242206824","BottomLayer","HARTING_09242206824","-59.9900","-27.9400","270","Board Euro Connector"
"J103_3","09242206824","BottomLayer","HARTING_09242206824","-80.3100","-27.9400","270","Board Euro Connector"
"J103_2","09242206824","BottomLayer","HARTING_09242206824","-100.6300","-27.9400","270","Board Euro Connector"
"J103_1","09242206824","BottomLayer","HARTING_09242206824","-120.9500","-27.9400","270","Board Euro Connector"
"J107","09242206824","BottomLayer","HARTING_09242206824","0.9700","27.9400","270","Board Euro Connector"
"U104","USB2517I-JZX","TopLayer","QFN65P50_900X900X100L40X24T470N","-35.2500","1.7500","270","USB Bus Controller, CMOS"
"J103_7","09242206824","BottomLayer","HARTING_09242206824","0.9700","-27.9400","270","Board Euro Connector"
"U100","KSZ8999I","TopLayer","QFP208P50_3120X3120X410L88X22N","-98.7500","34.2500","0","LAN Switching Circuit, PQFP208"
"PCB100","TITLE-BLOCK","TopLayer","TITLEBLOCK-A4","-156.1000","-116.9950","360","Title Block and PCB BOM Line Item"
"FID103","FIDUCIAL","TopLayer","FIDUCIAL_075X150","-10.0000","-45.0000","0","Fiducial"
"FID102","FIDUCIAL","TopLayer","FIDUCIAL_075X150","-130.0000","45.0000","0","Fiducial"
"FID101","FIDUCIAL","TopLayer","FIDUCIAL_075X150","-7.5000","45.0000","0","Fiducial"
"FID100","FIDUCIAL","TopLayer","FIDUCIAL_075X150","-130.0000","-45.0000","0","Fiducial"
